,City,Lat,Lng,Max Temp,Humidity,Cloudliness,Wind Speed,Country,Date
577,Mamou,10.115767824173844,-12.07426887215803,74.08,66.0,73.0,2.64,GN,1650929847.0
578,Aktas,49.659622923698976,74.17233666211948,36.57,46.0,18.0,8.81,KZ,1650951448.0
579,Kisangani,0.633822320034696,25.939673647871587,68.32,99.0,93.0,2.15,CD,1650937048.0
580,Port macquarie,-31.301346552219883,154.98533432960193,68.7,73.0,96.0,6.93,AU,1650965849.0
581,Tres palos,18.11605132858773,-101.43471694063231,75.4,35.0,49.0,7.05,MX,1650911849.0
582,Hay river,60.82880863971903,-116.59644976214918,48.72,94.0,100.0,8.12,CA,1650908250.0
583,Douglas,42.75714533386201,-104.88395705187365,52.77,37.0,23.0,5.17,US,1650908251.0
584,Talakan,50.978608669365656,130.10604308011142,39.65,62.0,100.0,10.71,RU,1650962251.0
585,Burnie,-45.11058601785506,140.66925398315095,54.03,76.0,45.0,9.13,AU,1650962252.0
586,Imeni poliny osipenko,53.43573230244505,137.87997158440714,30.96,86.0,20.0,1.86,RU,1650965852.0
587,Xining,33.63830990815822,98.71761579196135,28.81,75.0,70.0,3.65,CN,1650958653.0
588,Merauke,-7.358697382093979,139.53965301599493,81.54,83.0,86.0,3.65,ID,1650962254.0
589,Fare,-14.82324094782318,-149.8865985844267,81.7,67.0,11.0,11.27,PF,1650893854.0
590,High rock,29.167238142464925,-77.75833021764232,72.72,69.0,8.0,9.86,BS,1650911855.0
591,Acajutla,11.294124758839814,-90.73920164608268,84.15,63.0,4.0,3.71,SV,1650908256.0
592,Chirongui,-13.580934284318488,44.94536051181029,82.56,73.0,34.0,8.3,YT,1650940656.0
593,Kumhari,21.46231136469258,81.36714619830042,84.87,13.0,0.0,1.95,IN,1650949657.0
594,Vyazma,55.17842621166713,34.58898918940193,44.92,95.0,100.0,3.74,RU,1650940658.0
595,Puro,17.929262111185054,119.3102415352655,84.13,71.0,38.0,4.7,PH,1650958658.0
596,Alakurtti,66.78906012050902,31.005019003763493,33.37,96.0,100.0,9.44,RU,1650940659.0
597,Iznoski,54.87686524402139,35.40473006766484,47.61,98.0,100.0,2.98,RU,1650940660.0
598,Kijang,0.39139572100324926,106.35780565261825,83.71,73.0,97.0,6.13,ID,1650955060.0
599,Sangolqui,-0.4859308200324506,-78.350646579303,42.91,94.0,99.0,2.37,EC,1650911861.0
600,Wolmaranstad,-27.17701867915647,26.270583844737047,46.63,37.0,0.0,4.18,ZA,1650937062.0
601,Nador,33.139081551757315,-2.1132027209617377,54.86,56.0,62.0,8.37,MA,1650929862.0
602,Mirnyy,62.413184460728445,113.39429401995523,25.57,80.0,47.0,2.93,RU,1650962263.0
603,Kalutara,6.663161817587692,79.96959808252683,76.41,87.0,69.0,3.47,LK,1650949663.0
604,Sirnak,37.53588523168955,42.47374841813581,48.2,70.0,63.0,3.58,TR,1650940664.0
605,Zhigansk,70.03262259147488,124.43268416302931,7.97,90.0,61.0,3.02,RU,1650962265.0
606,Iringa,-8.174750902538236,35.8253087135476,57.06,93.0,96.0,4.21,TZ,1650940665.0
607,La seyne-sur-mer,42.32900347794313,5.833615277685084,55.99,63.0,3.0,14.45,FR,1650929866.0
